,Gender,Age,Profession,Region,Years_of_Experience,Prior_Awareness,Known_Models,Understanding_Rating,Understanding_1,Understanding_2,Understanding_3,Understanding_4,Understanding_5,Access_At_Work,Access_Route,Considered_Use,Use,Specific_Uses,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,Find_Quick_Answers_2,Brainstorm_&_Diagnose_2,Generate_Prescriptions_2,Summarise_Research_Articles_2,Create_Educational_Materials_2,Treatment_Recommendations_2,Daily_LLMs_Usage(mins),Daily_CCLs_Usage(mins),23. LLMs help me achieve my healthcare delivery goals. ,24. LLMs reduce my workload and save me time.,25. LLMs help me make informed and timely decisions.,26. LLMs keep me updated on healthcare related information.,27. LLMs are easily accessible and user-friendly. ,28. LLMs are trusted tools that uphold patient privacy and confidentiality. ,29. I am willing to take decisions based on the recommendations provided by LLMs.,30. The benefits of using LLMs outweigh any potential risks.,31. I am satisfied with LLMs.  ,32. I will recommend the use of LLMs by my colleagues in healthcare delivery. ,Preference,LLMs_Preferred_Aspects,CCLs_Preferred_Aspects,Areas_Of_Impact,Suggested_Improvement
244,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,10,0,3,4,3,4,4,4,3,3,4,4,Yes,,,,
245,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,10,0,3,4,3,4,4,4,3,3,4,4,Yes,,,,
246,Male,18 – 25,Medicine Counter Assistant,Eastern,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,10,0,3,4,3,4,4,4,3,3,4,4,Yes,time -saving,,,
247,Male,18 – 25,Medicine Counter Assistant,Northern,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,10,0,3,4,3,4,4,4,3,3,4,4,Yes,time -saving,,,
248,Male,26 – 35,Medical Laboratory Scientist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,2,4,1,5,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Rarely,Rarely,20,30,4,3,3,4,4,3,3,3,4,4,Neutral,,,"Access to wider range of information and syncing best practices in every sector including diagnosis, test requesting and helping in patient management options ",Clinical information systems should have LLMs incorporated into them
249,Male,26 – 35,Medical Laboratory Scientist,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,2,4,1,5,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Rarely,Rarely,20,30,4,3,3,4,4,3,3,3,4,4,Neutral,,,"Access to wider range of information and syncing best practices in every sector including diagnosis, test requesting and helping in patient management options ",Clinical information systems should have LLMs incorporated into them
250,Male,26 – 35,Health Information Management Officer,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,3,1,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,30,15,4,5,4,5,5,4,4,4,4,4,Neutral,,,,
251,Male,26 – 35,Health Information Management Officer,Central,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,3,1,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,30,15,4,5,4,5,5,4,4,4,4,4,Neutral,,,,
252,Female,26 – 35,Midwife,Greater Accra,6 – 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,5,5,5,5,5,No,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",Always,Always,Always,Always,Always,Always,Always,"Rarely, Frequently","Rarely, Frequently","Rarely, Frequently",Frequently,"Rarely, Frequently",Frequently,100,100,4,4,4,4,4,4,4,4,4,4,Neutral,Meta AI,,,
253,Female,26 – 35,Midwife,Northern,6 – 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,5,5,5,5,5,No,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",Always,Always,Always,Always,Always,Always,Always,"Rarely, Frequently","Rarely, Frequently","Rarely, Frequently",Frequently,"Rarely, Frequently",Frequently,100,100,4,4,4,4,4,4,4,4,4,4,Neutral,Meta AI,,,
254,Female,26 – 35,Medicine Counter Assistant,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI, Claude AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,"Online Platforms or websites, Mobile apps",No,No,Administrative writing,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,3,3,2,3,2,2,4,3,3,5,3,3,Neutral,,,Clinic ,For faster and easier 
255,Female,26 – 35,Medicine Counter Assistant,Brong Ahafo,3 – 5 years,No,"ChatGPT, Meta AI, Claude AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,"Online Platforms or websites, Mobile apps",No,No,Administrative writing,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,3,3,2,3,2,2,4,3,3,5,3,3,Neutral,,,Clinic ,For faster and easier 
256,Female,46 – 55,Dentist,Oti,More than 10 years,Yes,"ChatGPT, Gemini AI",2 -  I know a bit about LLMs but not a lot,3,3,3,2,3,No,Mobile apps,No,Maybe,Language translation,Never,Never,Never,Never,Never,Never,Never,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,1,30,2,3,2,2,2,1,1,1,2,1,No,,"Patients are not just data inputs and outputs, there are things than can only be elicited with all of a person’s 5 senses that language models wont be able to do",,
257,Female,46 – 55,Dentist,Northern,More than 10 years,Yes,"ChatGPT, Gemini AI",2 -  I know a bit about LLMs but not a lot,3,3,3,2,3,No,Mobile apps,No,Maybe,Language translation,Never,Never,Never,Never,Never,Never,Never,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,1,30,2,3,2,2,2,1,1,1,2,1,No,,"Patients are not just data inputs and outputs, there are things than can only be elicited with all of a person’s 5 senses that language models wont be able to do",,
258,Male,36 – 45,Therapy Radiographer,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,3,5,4,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ",Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Rarely,Frequently,20,30,4,4,4,3,5,3,3,3,4,4,Yes,Faster at summary and provide broader context in real-time,,"Report generation, telemedicine",Improve accuracy and validity of content
259,Male,36 – 45,Therapy Radiographer,Northern,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,3,5,4,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ",Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Rarely,Frequently,20,30,4,4,4,3,5,3,3,3,4,4,Yes,Faster at summary and provide broader context in real-time,,"Report generation, telemedicine",Improve accuracy and validity of content
260,Male,26 – 35,Diagnostic Radiographer,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,3,5,4,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies",Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,30,45,4,4,4,3,5,3,3,3,4,4,Yes,Faster ,,Telemedicine,Improve accuracy
261,Male,26 – 35,Diagnostic Radiographer,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,3,5,4,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies",Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,30,45,4,4,4,3,5,3,3,3,4,4,Yes,Faster ,,Telemedicine,Improve accuracy
262,Male,26 – 35,Pharmacist,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,5,5,1,5,No,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,Never,Never,Never,Never,Rarely,Never,Never,Always,Frequently,Occasionally,Occasionally,Frequently,Frequently,10,20,2,2,2,2,4,4,2,3,3,2,No,,Traditional sources are human guided and trustworthy ,Clinical epidemiology ,Encouraging clinicians to embrace LLMs and also crosscheck information from LLMs with traditional literature 
263,Male,26 – 35,Pharmacist,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,5,5,1,5,No,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,Never,Never,Never,Never,Rarely,Never,Never,Always,Frequently,Occasionally,Occasionally,Frequently,Frequently,10,20,2,2,2,2,4,4,2,3,3,2,No,,Traditional sources are human guided and trustworthy ,Clinical epidemiology ,Encouraging clinicians to embrace LLMs and also crosscheck information from LLMs with traditional literature 
264,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,4,5,1,3,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Therapy decision support",Never,Rarely,Occasionally,Never,Never,Occasionally,Never,Rarely,Occasionally,Frequently,Frequently,Frequently,"Frequently, Always",30,240,3,4,3,1,5,1,1,1,1,1,No,,LLM are limited and cannot provide accurate information regarding patient's health. Conventional Clinical Literature are based on extensive evidence-based research. ,,
265,Male,26 – 35,Pharmacist,Volta,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,4,5,1,3,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Therapy decision support",Never,Rarely,Occasionally,Never,Never,Occasionally,Never,Rarely,Occasionally,Frequently,Frequently,Frequently,"Frequently, Always",30,240,3,4,3,1,5,1,1,1,1,1,No,,LLM are limited and cannot provide accurate information regarding patient's health. Conventional Clinical Literature are based on extensive evidence-based research. ,,
266,Female,26 – 35,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,5,5,5,5,5,No,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing, Language translation, 7",Occasionally,Occasionally,Rarely,Never,"Occasionally, Always",Occasionally,Always,Frequently,Occasionally,Never,Always,Occasionally,Occasionally,30,2,5,5,5,5,5,5,5,5,5,5,Neutral,,,Research ,To improve on diagnosing medical conditions by signs and symptoms 
267,Male,26 – 35,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,5,5,5,5,5,No,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing, Language translation, 7",Occasionally,Occasionally,Rarely,Never,"Occasionally, Always",Occasionally,Always,Frequently,Occasionally,Never,Always,Occasionally,Occasionally,30,2,5,5,5,5,5,5,5,5,5,5,Neutral,,,Research ,To improve on diagnosing medical conditions by signs and symptoms 
268,Female,26 – 35,Nurse,Eastern,Less than 3 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,5,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Always,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,300,10,3,4,4,4,4,4,5,4,4,4,Neutral,,,,
269,Female,26 – 35,Nurse,Central,Less than 3 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,5,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Always,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,300,10,3,4,4,4,4,4,5,4,4,4,Neutral,,,,
270,Male,18 – 25,Pharmacy Technician,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,LLM-integrated Electronic record software,Yes,Yes,"Clinical documentation of patient information, Medical information research, Language translation",Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Frequently,120,30,4,4,4,4,4,4,4,4,4,4,Neutral,,,Administrative area,Data Augmentation 
271,Male,18 – 25,Pharmacy Technician,North East,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,LLM-integrated Electronic record software,Yes,Yes,"Clinical documentation of patient information, Medical information research, Language translation",Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Frequently,120,30,4,4,4,4,4,4,4,4,4,4,Neutral,,,Administrative area,Data Augmentation 
272,Male,36 – 45,Medical Doctor,Western,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research",Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,25,60,4,3,3,4,4,3,3,3,3,4,Neutral,speed and convenience ,reliability and proven accuracy of traditional literature ,"patient information retrieval, dminstra","better integration with existing healthcare systems, enhance privacy measures, improved user education on LLM functionalities "
273,Male,36 – 45,Medical Doctor,Central,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research",Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,25,60,4,3,3,4,4,3,3,3,3,4,Neutral,speed and convenience ,reliability and proven accuracy of traditional literature ,"patient information retrieval, dminstra","better integration with existing healthcare systems, enhance privacy measures, improved user education on LLM functionalities "
274,Male,18 – 25,Optometrist,Greater Accra,Less than 3 years,Yes,ChatGPT,3 -  I know a good amount about LLMs and can talk about it confidently,5,1,4,1,5,Yes,Online Platforms or websites,Yes,No,,Rarely,Rarely,Never,Never,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Frequently,5,5,2,2,2,2,2,4,2,2,2,3,Neutral,,,,
275,Female,18 – 25,Optometrist,Greater Accra,Less than 3 years,Yes,ChatGPT,3 -  I know a good amount about LLMs and can talk about it confidently,5,1,4,1,5,Yes,Online Platforms or websites,Yes,No,,Rarely,Rarely,Never,Never,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Frequently,5,5,2,2,2,2,2,4,2,2,2,3,Neutral,,,,
276,Female,26 – 35,Diagnostic Radiographer,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,3,1,4,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,20,30,4,4,4,3,5,3,3,3,4,4,Yes,speed with summarizing  reports,,,
277,Female,26 – 35,Diagnostic Radiographer,Ahafo,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,3,1,4,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,20,30,4,4,4,3,5,3,3,3,4,4,Yes,speed with summarizing  reports,,,
278,Female,26 – 35,Nurse,Central,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,4,4,3,1,3,No,,No,No,I don’t currently use LLMs in my practice,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,0,15,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
279,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,4,4,3,1,3,No,,No,No,I don’t currently use LLMs in my practice,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,0,15,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
280,Female,26 – 35,Nurse,Northern,Less than 3 years,No,,1  - I know very little to nothing about LLMs,4,4,3,1,3,No,I don’t currently access LLMs in my workplace,No,No,I don’t currently use LLMs in my practice,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,0,15,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
281,Female,26 – 35,Nurse,Western North,Less than 3 years,No,,1  - I know very little to nothing about LLMs,4,4,3,1,3,No,I don’t currently access LLMs in my workplace,No,No,I don’t currently use LLMs in my practice,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,0,15,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
282,Male,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,2,2,2,3,3,No,"Online Platforms or websites, Mobile apps",No,No,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,30,30,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
