,Gender,Age,Profession,Region,Work_Experience(yrs),Pre-study Awareness,Models_Used,Participant Understanding Rating,Participant Understanding Rating_encoded,Access,Mode_of_Access,Use_Consideration,Use,Tasks,LLM_Duration(mins),CCL_Duration(mins),Preference,LLM_Adv,CCL_Adv,Impact_Areas,Recommendations,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,CCL_Find_Quick_Answers,CCL_Brainstorm_&_Diagnose,CCL_Generate_Prescriptions,CCL_Summarise_Research_Articles,CCL_Create_Educational_Materials,CCL_Treatment_Recommendations,Understanding_Rate,Understanding_Rate_encoded,Value,Efficiency,Safety,Reliabilty
249,Male,26 – 35,Medical Laboratory Scientist,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,20,30,Neutral,,,Research,Integration into Healthcare management systems,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Rarely,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Agree
250,Male,26 – 35,Health Information Management Officer,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,30,15,Neutral,,,,,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Agree
251,Male,26 – 35,Health Information Management Officer,Central,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,30,15,Neutral,,,,,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Agree
252,Female,26 – 35,Midwife,Greater Accra,6 – 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",100,100,Neutral,,,,,Always,Always,Always,Always,Always,Always,Always,"Rarely, Frequently","Rarely, Frequently","Rarely, Frequently",Frequently,"Rarely, Frequently",Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
253,Female,26 – 35,Midwife,Northern,6 – 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",100,100,Neutral,,,,,Always,Always,Always,Always,Always,Always,Always,"Rarely, Frequently","Rarely, Frequently","Rarely, Frequently",Frequently,"Rarely, Frequently",Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
254,Female,26 – 35,Medicine Counter Assistant,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI, Claude AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,Administrative writing,3,3,Neutral,,,primary care,Speed,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Disagree,Agree,Neutral
255,Female,26 – 35,Medicine Counter Assistant,Brong Ahafo,3 – 5 years,No,"ChatGPT, Meta AI, Claude AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,Administrative writing,3,3,Neutral,,,primary care,Speed,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Disagree,Agree,Neutral
256,Female,46 – 55,Dentist,Oti,More than 10 years,Yes,"ChatGPT, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,Maybe,Language translation,1,30,No,,Captures human clinical experience,,,Never,Never,Never,Never,Never,Never,Never,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Disagree,Disagree,Strongly Disagree,Strongly Disagree
257,Female,46 – 55,Dentist,Northern,More than 10 years,Yes,"ChatGPT, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,Maybe,Language translation,1,30,No,,Captures human clinical experience,,,Never,Never,Never,Never,Never,Never,Never,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Disagree,Disagree,Strongly Disagree,Strongly Disagree
258,Male,36 – 45,Therapy Radiographer,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ",20,30,Yes,Speed and Efficiency,,Telemedicine,Accuracy,Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Agree
259,Male,36 – 45,Therapy Radiographer,Northern,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ",20,30,Yes,Speed and Efficiency,,Telemedicine,Accuracy,Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Agree
260,Male,26 – 35,Diagnostic Radiographer,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies",30,45,Yes,Speed and Efficiency,,Telemedicine,Accuracy,Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Agree
261,Male,26 – 35,Diagnostic Radiographer,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies",30,45,Yes,Speed and Efficiency,,Telemedicine,Accuracy,Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Agree
262,Male,26 – 35,Pharmacist,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,10,20,No,,Trusted and credible,Clinical epidemiology ,Advocate more,Never,Never,Never,Never,Rarely,Never,Never,Always,Frequently,Occasionally,Occasionally,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Disagree,Agree,Disagree
263,Male,26 – 35,Pharmacist,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,10,20,No,,Trusted and credible,Clinical epidemiology ,Advocate more,Never,Never,Never,Never,Rarely,Never,Never,Always,Frequently,Occasionally,Occasionally,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Disagree,Agree,Disagree
264,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Therapy decision support",30,240,No,,Accurate and evidence-based,,,Never,Rarely,Occasionally,Never,Never,Occasionally,Never,Rarely,Occasionally,Frequently,Frequently,Frequently,"Frequently, Always",Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree
265,Male,26 – 35,Pharmacist,Volta,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Therapy decision support",30,240,No,,Accurate and evidence-based,,,Never,Rarely,Occasionally,Never,Never,Occasionally,Never,Rarely,Occasionally,Frequently,Frequently,Frequently,"Frequently, Always",Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree
266,Female,26 – 35,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing, Language translation, 7",30,2,Neutral,,,Research,Enhance Diagnostic Features,Occasionally,Occasionally,Rarely,Never,Occasionally,Occasionally,Always,Frequently,Occasionally,Never,Always,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
267,Male,26 – 35,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing, Language translation, 7",30,2,Neutral,,,Research,Enhance Diagnostic Features,Occasionally,Occasionally,Rarely,Never,Occasionally,Occasionally,Always,Frequently,Occasionally,Never,Always,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
268,Female,26 – 35,Nurse,Eastern,Less than 3 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,300,10,Neutral,,,,,Always,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
269,Female,26 – 35,Nurse,Central,Less than 3 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,300,10,Neutral,,,,,Always,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
270,Male,18 – 25,Pharmacy Technician,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,"Clinical documentation of patient information, Medical information research, Language translation",120,30,Neutral,,,Administrative work,Data Augmentation ,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
271,Male,18 – 25,Pharmacy Technician,North East,Less than 3 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,"Clinical documentation of patient information, Medical information research, Language translation",120,30,Neutral,,,Administrative work,Data Augmentation ,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
272,Male,36 – 45,Medical Doctor,Western,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research",25,60,Neutral,Speed and Efficiency,Trusted and credible,Patient Information Management,"better integration with existing healthcare systems, enhance privacy measures, improved user education on LLM functionalities ",Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
273,Male,36 – 45,Medical Doctor,Central,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research",25,60,Neutral,Speed and Efficiency,Trusted and credible,Patient Information Management,"better integration with existing healthcare systems, enhance privacy measures, improved user education on LLM functionalities ",Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
274,Male,18 – 25,Optometrist,Greater Accra,Less than 3 years,Yes,ChatGPT,3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,Yes,No,,5,5,Neutral,,,,,Rarely,Rarely,Never,Never,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Disagree,Disagree,Neutral,Disagree
275,Female,18 – 25,Optometrist,Greater Accra,Less than 3 years,Yes,ChatGPT,3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,Yes,No,,5,5,Neutral,,,,,Rarely,Rarely,Never,Never,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Disagree,Disagree,Neutral,Disagree
276,Female,26 – 35,Diagnostic Radiographer,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",20,30,Yes,Speed and Efficiency,,,,Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Agree
277,Female,26 – 35,Diagnostic Radiographer,Ahafo,3 – 5 years,Yes,"ChatGPT, Meta AI, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",20,30,Yes,Speed and Efficiency,,,,Occasionally,Frequently,Rarely,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Agree
278,Female,26 – 35,Nurse,Central,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,Low,No,,No,No,I don’t currently use LLMs in my practice,0,15,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
279,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,Low,No,,No,No,I don’t currently use LLMs in my practice,0,15,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
